Cumulative period fertility rates (vertical parallelograms)
Last modified: 31/05/2022
Code Year  ARDY  Cohort     CPFR
EST  1975   30    1945     1.532
EST  1975   31    1944     1.619
EST  1975   32    1943     1.692
EST  1975   33    1942     1.758
EST  1975   34    1941     1.815
EST  1975   35    1940     1.866
EST  1975   36    1939     1.907
EST  1975   37    1938     1.942
EST  1975   38    1937     1.970
EST  1975   39    1936     1.992
EST  1975   40    1935     2.009
EST  1975   41    1934     2.024
EST  1975   42    1933     2.034
EST  1975   43    1932     2.042
EST  1975   44    1931     2.046
EST  1975   45    1930     2.049
EST  1975   46    1929     2.050
EST  1975   47    1928     2.051
EST  1975   48    1927     2.051
EST  1975   49    1926     2.051
EST  1975   50    1925     2.051
EST  1975   51    1924     2.051
EST  1975   52    1923     2.051
EST  1975   53    1922     2.051
EST  1975   54    1921     2.051
EST  1975   55    1920     2.051
EST  1976   12    1964     0.000
EST  1976   13    1963     0.000
EST  1976   14    1962     0.000
EST  1976   15    1961     0.000
EST  1976   16    1960     0.000
EST  1976   17    1959     0.003
EST  1976   18    1958     0.014
EST  1976   19    1957     0.046
EST  1976   20    1956     0.127
EST  1976   21    1955     0.254
EST  1976   22    1954     0.415
EST  1976   23    1953     0.587
EST  1976   24    1952     0.756
EST  1976   25    1951     0.923
EST  1976   26    1950     1.069
EST  1976   27    1949     1.212
EST  1976   28    1948     1.337
EST  1976   29    1947     1.452
EST  1976   30    1946     1.544
EST  1976   31    1945     1.628
EST  1976   32    1944     1.706
EST  1976   33    1943     1.771
EST  1976   34    1942     1.826
EST  1976   35    1941     1.877
EST  1976   36    1940     1.919
EST  1976   37    1939     1.955
EST  1976   38    1938     1.984
EST  1976   39    1937     2.006
EST  1976   40    1936     2.021
EST  1976   41    1935     2.034
EST  1976   42    1934     2.046
EST  1976   43    1933     2.052
EST  1976   44    1932     2.056
EST  1976   45    1931     2.060
EST  1976   46    1930     2.060
EST  1976   47    1929     2.061
EST  1976   48    1928     2.061
EST  1976   49    1927     2.061
EST  1976   50    1926     2.061
EST  1976   51    1925     2.061
EST  1976   52    1924     2.061
EST  1976   53    1923     2.061
EST  1976   54    1922     2.061
EST  1976   55    1921     2.061
EST  1977   12    1965     0.000
EST  1977   13    1964     0.000
EST  1977   14    1963     0.000
EST  1977   15    1962     0.000
EST  1977   16    1961     0.000
EST  1977   17    1960     0.003
EST  1977   18    1959     0.013
EST  1977   19    1958     0.051
EST  1977   20    1957     0.133
EST  1977   21    1956     0.261
EST  1977   22    1955     0.432
EST  1977   23    1954     0.603
EST  1977   24    1953     0.775
EST  1977   25    1952     0.936
EST  1977   26    1951     1.085
EST  1977   27    1950     1.230
EST  1977   28    1949     1.351
EST  1977   29    1948     1.462
EST  1977   30    1947     1.553
EST  1977   31    1946     1.635
EST  1977   32    1945     1.706
EST  1977   33    1944     1.772
EST  1977   34    1943     1.831
EST  1977   35    1942     1.877
EST  1977   36    1941     1.917
EST  1977   37    1940     1.950
EST  1977   38    1939     1.980
EST  1977   39    1938     2.003
EST  1977   40    1937     2.019
EST  1977   41    1936     2.032
EST  1977   42    1935     2.040
EST  1977   43    1934     2.046
EST  1977   44    1933     2.050
EST  1977   45    1932     2.052
EST  1977   46    1931     2.054
EST  1977   47    1930     2.054
EST  1977   48    1929     2.055
EST  1977   49    1928     2.055
EST  1977   50    1927     2.055
EST  1977   51    1926     2.055
EST  1977   52    1925     2.055
EST  1977   53    1924     2.055
EST  1977   54    1923     2.055
EST  1977   55    1922     2.055
EST  1978   12    1966     0.000
EST  1978   13    1965     0.000
EST  1978   14    1964     0.000
EST  1978   15    1963     0.000
EST  1978   16    1962     0.001
EST  1978   17    1961     0.003
EST  1978   18    1960     0.016
EST  1978   19    1959     0.052
EST  1978   20    1958     0.135
EST  1978   21    1957     0.277
EST  1978   22    1956     0.451
EST  1978   23    1955     0.622
EST  1978   24    1954     0.788
EST  1978   25    1953     0.950
EST  1978   26    1952     1.101
EST  1978   27    1951     1.234
EST  1978   28    1950     1.351
EST  1978   29    1949     1.453
EST  1978   30    1948     1.546
EST  1978   31    1947     1.623
EST  1978   32    1946     1.694
EST  1978   33    1945     1.753
EST  1978   34    1944     1.801
EST  1978   35    1943     1.846
EST  1978   36    1942     1.885
EST  1978   37    1941     1.918
EST  1978   38    1940     1.944
EST  1978   39    1939     1.966
EST  1978   40    1938     1.983
EST  1978   41    1937     1.993
EST  1978   42    1936     2.002
EST  1978   43    1935     2.008
EST  1978   44    1934     2.012
EST  1978   45    1933     2.014
EST  1978   46    1932     2.016
EST  1978   47    1931     2.017
EST  1978   48    1930     2.017
EST  1978   49    1929     2.017
EST  1978   50    1928     2.017
EST  1978   51    1927     2.017
EST  1978   52    1926     2.017
EST  1978   53    1925     2.017
EST  1978   54    1924     2.017
EST  1978   55    1923     2.017
EST  1979   12    1967     0.000
EST  1979   13    1966     0.000
EST  1979   14    1965     0.000
EST  1979   15    1964     0.000
EST  1979   16    1963     0.000
EST  1979   17    1962     0.005
EST  1979   18    1961     0.018
EST  1979   19    1960     0.055
EST  1979   20    1959     0.146
EST  1979   21    1958     0.291
EST  1979   22    1957     0.458
EST  1979   23    1956     0.635
EST  1979   24    1955     0.817
EST  1979   25    1954     0.970
EST  1979   26    1953     1.113
EST  1979   27    1952     1.250
EST  1979   28    1951     1.361
EST  1979   29    1950     1.467
EST  1979   30    1949     1.555
EST  1979   31    1948     1.637
EST  1979   32    1947     1.702
EST  1979   33    1946     1.759
EST  1979   34    1945     1.806
EST  1979   35    1944     1.849
EST  1979   36    1943     1.886
EST  1979   37    1942     1.918
EST  1979   38    1941     1.944
EST  1979   39    1940     1.965
EST  1979   40    1939     1.982
EST  1979   41    1938     1.994
EST  1979   42    1937     2.003
EST  1979   43    1936     2.008
EST  1979   44    1935     2.012
EST  1979   45    1934     2.014
EST  1979   46    1933     2.014
EST  1979   47    1932     2.015
EST  1979   48    1931     2.015
EST  1979   49    1930     2.015
EST  1979   50    1929     2.015
EST  1979   51    1928     2.015
EST  1979   52    1927     2.015
EST  1979   53    1926     2.015
EST  1979   54    1925     2.015
EST  1979   55    1924     2.015
EST  1980   12    1968     0.000
EST  1980   13    1967     0.000
EST  1980   14    1966     0.000
EST  1980   15    1965     0.000
EST  1980   16    1964     0.001
EST  1980   17    1963     0.004
EST  1980   18    1962     0.017
EST  1980   19    1961     0.057
EST  1980   20    1960     0.147
EST  1980   21    1959     0.298
EST  1980   22    1958     0.478
EST  1980   23    1957     0.664
EST  1980   24    1956     0.843
EST  1980   25    1955     1.007
EST  1980   26    1954     1.156
EST  1980   27    1953     1.289
EST  1980   28    1952     1.404
EST  1980   29    1951     1.503
EST  1980   30    1950     1.590
EST  1980   31    1949     1.666
EST  1980   32    1948     1.731
EST  1980   33    1947     1.787
EST  1980   34    1946     1.836
EST  1980   35    1945     1.877
EST  1980   36    1944     1.912
EST  1980   37    1943     1.942
EST  1980   38    1942     1.965
EST  1980   39    1941     1.984
EST  1980   40    1940     1.998
EST  1980   41    1939     2.010
EST  1980   42    1938     2.019
EST  1980   43    1937     2.024
EST  1980   44    1936     2.028
EST  1980   45    1935     2.030
EST  1980   46    1934     2.031
EST  1980   47    1933     2.031
EST  1980   48    1932     2.031
EST  1980   49    1931     2.031
EST  1980   50    1930     2.031
EST  1980   51    1929     2.031
EST  1980   52    1928     2.031
EST  1980   53    1927     2.031
EST  1980   54    1926     2.031
EST  1980   55    1925     2.031
EST  1981   12    1969     0.000
EST  1981   13    1968     0.000
EST  1981   14    1967     0.000
EST  1981   15    1966     0.000
EST  1981   16    1965     0.001
EST  1981   17    1964     0.004
EST  1981   18    1963     0.015
EST  1981   19    1962     0.054
EST  1981   20    1961     0.147
EST  1981   21    1960     0.294
EST  1981   22    1959     0.475
EST  1981   23    1958     0.668
EST  1981   24    1957     0.850
EST  1981   25    1956     1.014
EST  1981   26    1955     1.167
EST  1981   27    1954     1.305
EST  1981   28    1953     1.425
EST  1981   29    1952     1.529
EST  1981   30    1951     1.623
EST  1981   31    1950     1.708
EST  1981   32    1949     1.778
EST  1981   33    1948     1.838
EST  1981   34    1947     1.888
EST  1981   35    1946     1.930
EST  1981   36    1945     1.967
EST  1981   37    1944     1.995
EST  1981   38    1943     2.020
EST  1981   39    1942     2.043
EST  1981   40    1941     2.058
EST  1981   41    1940     2.068
EST  1981   42    1939     2.075
EST  1981   43    1938     2.081
EST  1981   44    1937     2.084
EST  1981   45    1936     2.086
EST  1981   46    1935     2.087
EST  1981   47    1934     2.088
EST  1981   48    1933     2.088
EST  1981   49    1932     2.088
EST  1981   50    1931     2.088
EST  1981   51    1930     2.088
EST  1981   52    1929     2.088
EST  1981   53    1928     2.088
EST  1981   54    1927     2.088
EST  1981   55    1926     2.088
EST  1982   12    1970     0.000
EST  1982   13    1969     0.000
EST  1982   14    1968     0.000
EST  1982   15    1967     0.000
EST  1982   16    1966     0.000
EST  1982   17    1965     0.004
EST  1982   18    1964     0.017
EST  1982   19    1963     0.052
EST  1982   20    1962     0.133
EST  1982   21    1961     0.272
EST  1982   22    1960     0.446
EST  1982   23    1959     0.639
EST  1982   24    1958     0.826
EST  1982   25    1957     0.997
EST  1982   26    1956     1.155
EST  1982   27    1955     1.294
EST  1982   28    1954     1.418
EST  1982   29    1953     1.529
EST  1982   30    1952     1.623
EST  1982   31    1951     1.700
EST  1982   32    1950     1.770
EST  1982   33    1949     1.831
EST  1982   34    1948     1.883
EST  1982   35    1947     1.927
EST  1982   36    1946     1.964
EST  1982   37    1945     1.997
EST  1982   38    1944     2.024
EST  1982   39    1943     2.046
EST  1982   40    1942     2.063
EST  1982   41    1941     2.075
EST  1982   42    1940     2.083
EST  1982   43    1939     2.089
EST  1982   44    1938     2.093
EST  1982   45    1937     2.094
EST  1982   46    1936     2.096
EST  1982   47    1935     2.096
EST  1982   48    1934     2.096
EST  1982   49    1933     2.097
EST  1982   50    1932     2.097
EST  1982   51    1931     2.097
EST  1982   52    1930     2.097
EST  1982   53    1929     2.097
EST  1982   54    1928     2.097
EST  1982   55    1927     2.097
EST  1983   12    1971     0.000
EST  1983   13    1970     0.000
EST  1983   14    1969     0.000
EST  1983   15    1968     0.000
EST  1983   16    1967     0.000
EST  1983   17    1966     0.004
EST  1983   18    1965     0.017
EST  1983   19    1964     0.055
EST  1983   20    1963     0.135
EST  1983   21    1962     0.270
EST  1983   22    1961     0.441
EST  1983   23    1960     0.630
EST  1983   24    1959     0.826
EST  1983   25    1958     1.010
EST  1983   26    1957     1.176
EST  1983   27    1956     1.326
EST  1983   28    1955     1.459
EST  1983   29    1954     1.573
EST  1983   30    1953     1.670
EST  1983   31    1952     1.756
EST  1983   32    1951     1.837
EST  1983   33    1950     1.905
EST  1983   34    1949     1.960
EST  1983   35    1948     2.010
EST  1983   36    1947     2.049
EST  1983   37    1946     2.080
EST  1983   38    1945     2.107
EST  1983   39    1944     2.127
EST  1983   40    1943     2.143
EST  1983   41    1942     2.155
EST  1983   42    1941     2.164
EST  1983   43    1940     2.170
EST  1983   44    1939     2.173
EST  1983   45    1938     2.176
EST  1983   46    1937     2.176
EST  1983   47    1936     2.177
EST  1983   48    1935     2.177
EST  1983   49    1934     2.177
EST  1983   50    1933     2.178
EST  1983   51    1932     2.178
EST  1983   52    1931     2.178
EST  1983   53    1930     2.178
EST  1983   54    1929     2.178
EST  1983   55    1928     2.178
EST  1984   12    1972     0.000
EST  1984   13    1971     0.000
EST  1984   14    1970     0.000
EST  1984   15    1969     0.000
EST  1984   16    1968     0.000
EST  1984   17    1967     0.003
EST  1984   18    1966     0.017
EST  1984   19    1965     0.058
EST  1984   20    1964     0.148
EST  1984   21    1963     0.286
EST  1984   22    1962     0.462
EST  1984   23    1961     0.657
EST  1984   24    1960     0.846
EST  1984   25    1959     1.029
EST  1984   26    1958     1.195
EST  1984   27    1957     1.344
EST  1984   28    1956     1.477
EST  1984   29    1955     1.587
EST  1984   30    1954     1.686
EST  1984   31    1953     1.772
EST  1984   32    1952     1.845
EST  1984   33    1951     1.906
EST  1984   34    1950     1.962
EST  1984   35    1949     2.011
EST  1984   36    1948     2.054
EST  1984   37    1947     2.087
EST  1984   38    1946     2.114
EST  1984   39    1945     2.136
EST  1984   40    1944     2.152
EST  1984   41    1943     2.163
